network,autonomous_system_number,autonomous_system_organization
2001:3c8:2a80::/41,4621,"Chulalongkorn University"
2001:3c8:2b00::/40,4621,"Chulalongkorn University"
2001:3c8:2c00::/38,4621,"Chulalongkorn University"
2001:3c8:3000::/36,4621,"Chulalongkorn University"
2001:3c8:4000::/46,4621,"Chulalongkorn University"
2001:3c8:4004::/47,4621,"Chulalongkorn University"
2001:3c8:4006::/48,4621,"Chulalongkorn University"
2001:3c8:4007::/48,137241,"PibulSongkramRajabhat University"
2001:3c8:4008::/45,4621,"Chulalongkorn University"
2001:3c8:4010::/44,4621,"Chulalongkorn University"
2001:3c8:4020::/43,4621,"Chulalongkorn University"
2001:3c8:4040::/42,4621,"Chulalongkorn University"
2001:3c8:4080::/41,4621,"Chulalongkorn University"
2001:3c8:4100::/40,4621,"Chulalongkorn University"
2001:3c8:4200::/39,4621,"Chulalongkorn University"
2001:3c8:4400::/38,4621,"Chulalongkorn University"
2001:3c8:4800::/38,4621,"Chulalongkorn University"
2001:3c8:4c00::/39,4621,"Chulalongkorn University"
2001:3c8:4e00::/48,4621,"Chulalongkorn University"
2001:3c8:4e01::/48,132701,"Uttaradit Rajabhat University"
2001:3c8:4e02::/47,4621,"Chulalongkorn University"
2001:3c8:4e04::/46,4621,"Chulalongkorn University"
2001:3c8:4e08::/45,4621,"Chulalongkorn University"
2001:3c8:4e10::/44,4621,"Chulalongkorn University"
2001:3c8:4e20::/43,4621,"Chulalongkorn University"
2001:3c8:4e40::/42,4621,"Chulalongkorn University"
2001:3c8:4e80::/41,4621,"Chulalongkorn University"
2001:3c8:4f00::/40,4621,"Chulalongkorn University"
2001:3c8:5000::/46,4621,"Chulalongkorn University"
2001:3c8:5004::/47,4621,"Chulalongkorn University"
2001:3c8:5006::/48,4621,"Chulalongkorn University"
2001:3c8:5007::/48,17479,"Chiang Mai University"
2001:3c8:5008::/45,4621,"Chulalongkorn University"
2001:3c8:5010::/44,4621,"Chulalongkorn University"
2001:3c8:5020::/43,4621,"Chulalongkorn University"
2001:3c8:5040::/42,4621,"Chulalongkorn University"
2001:3c8:5080::/41,4621,"Chulalongkorn University"
2001:3c8:5100::/40,4621,"Chulalongkorn University"
2001:3c8:5200::/39,4621,"Chulalongkorn University"
2001:3c8:5400::/38,4621,"Chulalongkorn University"
2001:3c8:5800::/37,4621,"Chulalongkorn University"
2001:3c8:6000::/35,4621,"Chulalongkorn University"
2001:3c8:8000::/36,4621,"Chulalongkorn University"
2001:3c8:9000::/46,4621,"Chulalongkorn University"
2001:3c8:9004::/47,4621,"Chulalongkorn University"
2001:3c8:9006::/48,4621,"Chulalongkorn University"
2001:3c8:9007::/48,9464,"Prince of Songkla University (Sritrang'NET)"
2001:3c8:9008::/48,4621,"Chulalongkorn University"
2001:3c8:9009::/48,9464,"Prince of Songkla University (Sritrang'NET)"
2001:3c8:900a::/47,4621,"Chulalongkorn University"
2001:3c8:900c::/46,4621,"Chulalongkorn University"
2001:3c8:9010::/44,4621,"Chulalongkorn University"
2001:3c8:9020::/43,4621,"Chulalongkorn University"
2001:3c8:9040::/42,4621,"Chulalongkorn University"
2001:3c8:9080::/41,4621,"Chulalongkorn University"
2001:3c8:9100::/40,4621,"Chulalongkorn University"
2001:3c8:9200::/39,4621,"Chulalongkorn University"
2001:3c8:9400::/38,4621,"Chulalongkorn University"
2001:3c8:9800::/37,4621,"Chulalongkorn University"
2001:3c8:a000::/38,4621,"Chulalongkorn University"
2001:3c8:a400::/39,4621,"Chulalongkorn University"
2001:3c8:a600::/40,4621,"Chulalongkorn University"
2001:3c8:a700::/48,4621,"Chulalongkorn University"
2001:3c8:a701::/48,9562,"Mahasarakham University"
2001:3c8:a702::/48,132879,"Rajabhat Mahasarakham University"
2001:3c8:a703::/48,4621,"Chulalongkorn University"
2001:3c8:a704::/46,4621,"Chulalongkorn University"
2001:3c8:a708::/45,4621,"Chulalongkorn University"
2001:3c8:a710::/44,4621,"Chulalongkorn University"
2001:3c8:a720::/43,4621,"Chulalongkorn University"
2001:3c8:a740::/42,4621,"Chulalongkorn University"
2001:3c8:a780::/41,4621,"Chulalongkorn University"
2001:3c8:a800::/37,4621,"Chulalongkorn University"
2001:3c8:b000::/36,4621,"Chulalongkorn University"
2001:3c8:c000::/39,4621,"Chulalongkorn University"
2001:3c8:c200::/40,4621,"Chulalongkorn University"
2001:3c8:c300::/48,4621,"Chulalongkorn University"
2001:3c8:c301::/48,55545,"Suranaree University of Technology"
2001:3c8:c302::/47,4621,"Chulalongkorn University"
2001:3c8:c304::/48,4621,"Chulalongkorn University"
2001:3c8:c305::/48,37932,"Rajamangala University of Technology Isan"
2001:3c8:c306::/47,4621,"Chulalongkorn University"
2001:3c8:c308::/45,4621,"Chulalongkorn University"
2001:3c8:c310::/44,4621,"Chulalongkorn University"
2001:3c8:c320::/43,4621,"Chulalongkorn University"
2001:3c8:c340::/42,4621,"Chulalongkorn University"
2001:3c8:c380::/41,4621,"Chulalongkorn University"
2001:3c8:c400::/38,4621,"Chulalongkorn University"
2001:3c8:c800::/37,4621,"Chulalongkorn University"
2001:3c8:d000::/36,4621,"Chulalongkorn University"
2001:3c8:e000::/35,4621,"Chulalongkorn University"
2001:3d8::/32,9595,"NTT-ME Corporation"
2001:3e0::/32,10013,"FreeBit Co.,Ltd."
2001:400::/32,293,ESnet
2001:408::/32,14793,"API Digital Communications Group, LLC"
2001:410::/40,8111,"Dalhousie University"
2001:410:100::/48,8111,"Dalhousie University"
2001:410:101::/48,6509,"Canarie Inc"
2001:410:102::/48,53904,"Canarie Inc"
2001:410:103::/48,8111,"Dalhousie University"
2001:410:104::/46,8111,"Dalhousie University"
2001:410:108::/45,8111,"Dalhousie University"
2001:410:110::/44,8111,"Dalhousie University"
2001:410:120::/43,8111,"Dalhousie University"
2001:410:140::/42,8111,"Dalhousie University"
2001:410:180::/41,8111,"Dalhousie University"
2001:410:200::/39,8111,"Dalhousie University"
2001:410:400::/38,8111,"Dalhousie University"
2001:410:800::/37,8111,"Dalhousie University"
2001:410:1000::/40,271,BCnet
2001:410:1100::/40,8111,"Dalhousie University"
2001:410:1200::/39,8111,"Dalhousie University"
2001:410:1400::/38,8111,"Dalhousie University"
2001:410:1800::/37,8111,"Dalhousie University"
2001:410:2000::/40,10965,MRNet
2001:410:2100::/40,8111,"Dalhousie University"
2001:410:2200::/39,8111,"Dalhousie University"
2001:410:2400::/38,8111,"Dalhousie University"
2001:410:2800::/37,8111,"Dalhousie University"
2001:410:3000::/36,8111,"Dalhousie University"
2001:410:4000::/34,8111,"Dalhousie University"
2001:410:8000::/47,26677,ORANO
2001:410:8002::/48,26677,ORANO
2001:410:8003::/48,549,"GTAnet Networking"
2001:410:8004::/46,26677,ORANO
2001:410:8008::/45,26677,ORANO
2001:410:8010::/44,26677,ORANO
2001:410:8020::/43,26677,ORANO
2001:410:8040::/42,26677,ORANO
2001:410:8080::/41,26677,ORANO
2001:410:8100::/40,8111,"Dalhousie University"
2001:410:8200::/39,8111,"Dalhousie University"
2001:410:8400::/38,8111,"Dalhousie University"
2001:410:8800::/37,8111,"Dalhousie University"
2001:410:9000::/36,8111,"Dalhousie University"
2001:410:a000::/44,8111,"Dalhousie University"
2001:410:a010::/45,8111,"Dalhousie University"
2001:410:a018::/46,8111,"Dalhousie University"
2001:410:a01c::/48,40007,"St. Francis Xavier University"
2001:410:a01d::/48,8111,"Dalhousie University"
2001:410:a01e::/47,8111,"Dalhousie University"
2001:410:a020::/43,8111,"Dalhousie University"
2001:410:a040::/42,8111,"Dalhousie University"
2001:410:a080::/41,8111,"Dalhousie University"
2001:410:a100::/40,8111,"Dalhousie University"
2001:410:a200::/39,8111,"Dalhousie University"
2001:410:a400::/38,8111,"Dalhousie University"
2001:410:a800::/37,8111,"Dalhousie University"
2001:410:b000::/36,8111,"Dalhousie University"
2001:410:c000::/35,8111,"Dalhousie University"
2001:410:e000::/40,7860,"University of Prince Edward Island"
2001:410:e100::/40,8111,"Dalhousie University"
2001:410:e200::/39,8111,"Dalhousie University"
2001:410:e400::/38,8111,"Dalhousie University"
2001:410:e800::/37,8111,"Dalhousie University"
2001:410:f000::/36,8111,"Dalhousie University"
2001:418::/108,2914,"NTT America, Inc."
2001:418::10:0/111,2914,"NTT America, Inc."
2001:418::12:0/112,2914,"NTT America, Inc."
2001:418::13:0/119,2914,"NTT America, Inc."
2001:418::13:200/122,2914,"NTT America, Inc."
2001:418::13:240/124,2914,"NTT America, Inc."
2001:418::13:250/127,2914,"NTT America, Inc."
2001:418::13:252/128,2914,"NTT America, Inc."
2001:418::13:253/128,3940,"NTT America, Inc."
2001:418::13:254/126,2914,"NTT America, Inc."
2001:418::13:258/125,2914,"NTT America, Inc."
2001:418::13:260/123,2914,"NTT America, Inc."
2001:418::13:280/121,2914,"NTT America, Inc."
2001:418::13:300/120,2914,"NTT America, Inc."
2001:418::13:400/118,2914,"NTT America, Inc."
2001:418::13:800/117,2914,"NTT America, Inc."
2001:418::13:1000/116,2914,"NTT America, Inc."
2001:418::13:2000/115,2914,"NTT America, Inc."
2001:418::13:4000/114,2914,"NTT America, Inc."
2001:418::13:8000/113,2914,"NTT America, Inc."
2001:418::14:0/110,2914,"NTT America, Inc."
2001:418::18:0/109,2914,"NTT America, Inc."
2001:418::20:0/107,2914,"NTT America, Inc."
2001:418::40:0/106,2914,"NTT America, Inc."
2001:418::80:0/105,2914,"NTT America, Inc."
2001:418::100:0/104,2914,"NTT America, Inc."
2001:418::200:0/103,2914,"NTT America, Inc."
2001:418::400:0/102,2914,"NTT America, Inc."
2001:418::800:0/101,2914,"NTT America, Inc."
2001:418::1000:0/100,2914,"NTT America, Inc."
2001:418::2000:0/99,2914,"NTT America, Inc."
2001:418::4000:0/98,2914,"NTT America, Inc."
2001:418::8000:0/97,2914,"NTT America, Inc."
2001:418::1:0:0/96,2914,"NTT America, Inc."
2001:418::2:0:0/95,2914,"NTT America, Inc."
2001:418::4:0:0/94,2914,"NTT America, Inc."
2001:418::8:0:0/93,2914,"NTT America, Inc."
2001:418::10:0:0/92,2914,"NTT America, Inc."
2001:418::20:0:0/91,2914,"NTT America, Inc."
2001:418::40:0:0/90,2914,"NTT America, Inc."
2001:418::80:0:0/89,2914,"NTT America, Inc."
2001:418::100:0:0/88,2914,"NTT America, Inc."
2001:418::200:0:0/87,2914,"NTT America, Inc."
2001:418::400:0:0/86,2914,"NTT America, Inc."
2001:418::800:0:0/85,2914,"NTT America, Inc."
2001:418::1000:0:0/84,2914,"NTT America, Inc."
2001:418::2000:0:0/83,2914,"NTT America, Inc."
2001:418::4000:0:0/82,2914,"NTT America, Inc."
2001:418::8000:0:0/81,2914,"NTT America, Inc."
2001:418:0:0:1::/80,2914,"NTT America, Inc."
2001:418:0:0:2::/79,2914,"NTT America, Inc."
2001:418:0:0:4::/78,2914,"NTT America, Inc."
2001:418:0:0:8::/77,2914,"NTT America, Inc."
2001:418:0:0:10::/76,2914,"NTT America, Inc."
2001:418:0:0:20::/75,2914,"NTT America, Inc."
2001:418:0:0:40::/74,2914,"NTT America, Inc."
2001:418:0:0:80::/73,2914,"NTT America, Inc."
2001:418:0:0:100::/72,2914,"NTT America, Inc."
2001:418:0:0:200::/71,2914,"NTT America, Inc."
2001:418:0:0:400::/70,2914,"NTT America, Inc."
2001:418:0:0:800::/69,2914,"NTT America, Inc."
2001:418:0:0:1000::/68,2914,"NTT America, Inc."
2001:418:0:0:2000::/67,2914,"NTT America, Inc."
2001:418:0:0:4000::/66,2914,"NTT America, Inc."
2001:418:0:0:8000::/65,2914,"NTT America, Inc."
2001:418:0:1::/64,2914,"NTT America, Inc."
2001:418:0:2::/63,2914,"NTT America, Inc."
2001:418:0:4::/62,2914,"NTT America, Inc."
2001:418:0:8::/61,2914,"NTT America, Inc."
2001:418:0:10::/60,2914,"NTT America, Inc."
2001:418:0:20::/59,2914,"NTT America, Inc."
2001:418:0:40::/58,2914,"NTT America, Inc."
2001:418:0:80::/57,2914,"NTT America, Inc."
2001:418:0:100::/56,2914,"NTT America, Inc."
2001:418:0:200::/55,2914,"NTT America, Inc."
2001:418:0:400::/54,2914,"NTT America, Inc."
2001:418:0:800::/53,2914,"NTT America, Inc."
2001:418:0:1000::/52,2914,"NTT America, Inc."
2001:418:0:2000::/51,2914,"NTT America, Inc."
2001:418:0:4000::/50,2914,"NTT America, Inc."
2001:418:0:8000::/49,2914,"NTT America, Inc."
2001:418:1::/48,3130,"RGnet, LLC"
2001:418:2::/47,2914,"NTT America, Inc."
2001:418:4::/46,2914,"NTT America, Inc."
2001:418:8::/45,2914,"NTT America, Inc."
2001:418:10::/44,2914,"NTT America, Inc."
2001:418:20::/43,2914,"NTT America, Inc."
2001:418:40::/42,2914,"NTT America, Inc."
2001:418:80::/41,2914,"NTT America, Inc."
2001:418:100::/40,2914,"NTT America, Inc."
2001:418:200::/40,2914,"NTT America, Inc."
2001:418:300::/41,2914,"NTT America, Inc."
2001:418:380::/42,2914,"NTT America, Inc."
2001:418:3c0::/43,2914,"NTT America, Inc."
2001:418:3e0::/44,2914,"NTT America, Inc."
2001:418:3f0::/45,2914,"NTT America, Inc."
2001:418:3f8::/46,2914,"NTT America, Inc."
2001:418:3fc::/47,2914,"NTT America, Inc."
2001:418:3fe::/48,3727,"Shrubbery Networks"
2001:418:3ff::/48,2914,"NTT America, Inc."
2001:418:400::/38,2914,"NTT America, Inc."
2001:418:800::/38,2914,"NTT America, Inc."
2001:418:c00::/46,2914,"NTT America, Inc."
2001:418:c04::/47,2914,"NTT America, Inc."
2001:418:c06::/48,262,"NTT America, Inc."
2001:418:c07::/48,2914,"NTT America, Inc."
2001:418:c08::/45,2914,"NTT America, Inc."
2001:418:c10::/44,2914,"NTT America, Inc."
2001:418:c20::/43,2914,"NTT America, Inc."
2001:418:c40::/42,2914,"NTT America, Inc."
2001:418:c80::/41,2914,"NTT America, Inc."
2001:418:d00::/40,2914,"NTT America, Inc."
2001:418:e00::/39,2914,"NTT America, Inc."
2001:418:1000::/38,2914,"NTT America, Inc."
2001:418:1400::/48,2914,"NTT America, Inc."
2001:418:1401::/64,2914,"NTT America, Inc."
2001:418:1401:1::/64,3949,"NTT America, Inc."
2001:418:1401:2::/64,2914,"NTT America, Inc."
2001:418:1401:3::/64,2639,ZOHO
2001:418:1401:4::/64,20940,"Akamai International B.V."
2001:418:1401:5::/64,2914,"NTT America, Inc."
2001:418:1401:6::/64,2914,"NTT America, Inc."
2001:418:1401:7::/64,20940,"Akamai International B.V."
2001:418:1401:8::/64,2914,"NTT America, Inc."
2001:418:1401:9::/64,20940,"Akamai International B.V."
2001:418:1401:a::/63,2914,"NTT America, Inc."
2001:418:1401:c::/63,2914,"NTT America, Inc."
2001:418:1401:e::/63,20940,"Akamai International B.V."
2001:418:1401:10::/60,2914,"NTT America, Inc."
2001:418:1401:20::/62,2914,"NTT America, Inc."
2001:418:1401:24::/64,2639,ZOHO
2001:418:1401:25::/64,2914,"NTT America, Inc."
2001:418:1401:26::/63,2914,"NTT America, Inc."
2001:418:1401:28::/61,2914,"NTT America, Inc."
2001:418:1401:30::/60,2914,"NTT America, Inc."
2001:418:1401:40::/58,2914,"NTT America, Inc."
2001:418:1401:80::/60,2914,"NTT America, Inc."
2001:418:1401:90::/61,2914,"NTT America, Inc."
2001:418:1401:98::/64,3949,"NTT America, Inc."
2001:418:1401:99::/64,2914,"NTT America, Inc."
2001:418:1401:9a::/63,2914,"NTT America, Inc."
2001:418:1401:9c::/62,2914,"NTT America, Inc."
2001:418:1401:a0::/59,2914,"NTT America, Inc."
2001:418:1401:c0::/58,2914,"NTT America, Inc."
2001:418:1401:100::/56,2914,"NTT America, Inc."
2001:418:1401:200::/55,2914,"NTT America, Inc."
2001:418:1401:400::/54,2914,"NTT America, Inc."
2001:418:1401:800::/53,2914,"NTT America, Inc."
2001:418:1401:1000::/52,2914,"NTT America, Inc."
2001:418:1401:2000::/51,2914,"NTT America, Inc."
2001:418:1401:4000::/50,2914,"NTT America, Inc."
2001:418:1401:8000::/49,2914,"NTT America, Inc."
2001:418:1402::/47,2914,"NTT America, Inc."
2001:418:1404::/47,2914,"NTT America, Inc."
2001:418:1406::/48,2914,"NTT America, Inc."
2001:418:1407::/48,12008,"NeuStar, Inc."
2001:418:1408::/47,12008,"NeuStar, Inc."
2001:418:140a::/47,2914,"NTT America, Inc."
2001:418:140c::/46,2914,"NTT America, Inc."
2001:418:1410::/45,2914,"NTT America, Inc."
2001:418:1418::/46,2914,"NTT America, Inc."
2001:418:141c::/47,2914,"NTT America, Inc."
2001:418:141e::/48,2914,"NTT America, Inc."
2001:418:141f::/56,2914,"NTT America, Inc."
2001:418:141f:100::/56,20940,"Akamai International B.V."
2001:418:141f:200::/56,20940,"Akamai International B.V."
2001:418:141f:300::/56,2914,"NTT America, Inc."
2001:418:141f:400::/54,2914,"NTT America, Inc."
2001:418:141f:800::/53,2914,"NTT America, Inc."
2001:418:141f:1000::/52,2914,"NTT America, Inc."
2001:418:141f:2000::/51,2914,"NTT America, Inc."
2001:418:141f:4000::/50,2914,"NTT America, Inc."
2001:418:141f:8000::/49,2914,"NTT America, Inc."
2001:418:1420::/55,2914,"NTT America, Inc."
2001:418:1420:200::/56,20940,"Akamai International B.V."
2001:418:1420:300::/56,2914,"NTT America, Inc."
2001:418:1420:400::/54,2914,"NTT America, Inc."
2001:418:1420:800::/53,2914,"NTT America, Inc."
2001:418:1420:1000::/52,2914,"NTT America, Inc."
2001:418:1420:2000::/51,2914,"NTT America, Inc."
2001:418:1420:4000::/50,2914,"NTT America, Inc."
2001:418:1420:8000::/49,2914,"NTT America, Inc."
2001:418:1421::/48,2914,"NTT America, Inc."
2001:418:1422::/47,2914,"NTT America, Inc."
2001:418:1424::/46,2914,"NTT America, Inc."
2001:418:1428::/46,2914,"NTT America, Inc."
2001:418:142c::/48,2914,"NTT America, Inc."
2001:418:142d::/56,2914,"NTT America, Inc."
2001:418:142d:100::/56,16625,"Akamai Technologies, Inc."
2001:418:142d:200::/55,2914,"NTT America, Inc."
2001:418:142d:400::/54,2914,"NTT America, Inc."
2001:418:142d:800::/53,2914,"NTT America, Inc."
2001:418:142d:1000::/52,2914,"NTT America, Inc."
2001:418:142d:2000::/51,2914,"NTT America, Inc."
2001:418:142d:4000::/50,2914,"NTT America, Inc."
2001:418:142d:8000::/49,2914,"NTT America, Inc."
2001:418:142e::/56,2914,"NTT America, Inc."
2001:418:142e:100::/56,16625,"Akamai Technologies, Inc."
2001:418:142e:200::/55,16625,"Akamai Technologies, Inc."
2001:418:142e:400::/54,2914,"NTT America, Inc."
2001:418:142e:800::/53,2914,"NTT America, Inc."
2001:418:142e:1000::/52,2914,"NTT America, Inc."
2001:418:142e:2000::/51,2914,"NTT America, Inc."
2001:418:142e:4000::/50,2914,"NTT America, Inc."
2001:418:142e:8000::/49,2914,"NTT America, Inc."
2001:418:142f::/48,2914,"NTT America, Inc."
2001:418:1430::/45,2914,"NTT America, Inc."
2001:418:1438::/47,2914,"NTT America, Inc."
2001:418:143a::/56,2914,"NTT America, Inc."
2001:418:143a:100::/56,20940,"Akamai International B.V."
2001:418:143a:200::/55,2914,"NTT America, Inc."
2001:418:143a:400::/54,2914,"NTT America, Inc."
2001:418:143a:800::/53,2914,"NTT America, Inc."
2001:418:143a:1000::/52,2914,"NTT America, Inc."
2001:418:143a:2000::/51,2914,"NTT America, Inc."
2001:418:143a:4000::/50,2914,"NTT America, Inc."
2001:418:143a:8000::/49,2914,"NTT America, Inc."
2001:418:143b::/56,2914,"NTT America, Inc."
2001:418:143b:100::/56,20940,"Akamai International B.V."
2001:418:143b:200::/55,2914,"NTT America, Inc."
2001:418:143b:400::/54,2914,"NTT America, Inc."
2001:418:143b:800::/53,2914,"NTT America, Inc."
2001:418:143b:1000::/52,2914,"NTT America, Inc."
2001:418:143b:2000::/51,2914,"NTT America, Inc."
2001:418:143b:4000::/50,2914,"NTT America, Inc."
2001:418:143b:8000::/49,2914,"NTT America, Inc."
2001:418:143c::/46,2914,"NTT America, Inc."
2001:418:1440::/45,2914,"NTT America, Inc."
2001:418:1448::/46,2914,"NTT America, Inc."
2001:418:144c::/47,2914,"NTT America, Inc."
2001:418:144e::/47,15562,"Job Snijders"
2001:418:1450::/46,2914,"NTT America, Inc."
2001:418:1454::/47,2914,"NTT America, Inc."
2001:418:1456::/53,2914,"NTT America, Inc."
2001:418:1456:800::/55,2914,"NTT America, Inc."
2001:418:1456:a00::/56,20940,"Akamai International B.V."
2001:418:1456:b00::/56,2914,"NTT America, Inc."
2001:418:1456:c00::/54,2914,"NTT America, Inc."
2001:418:1456:1000::/55,2914,"NTT America, Inc."
2001:418:1456:1200::/56,2914,"NTT America, Inc."
2001:418:1456:1300::/56,16625,"Akamai Technologies, Inc."
2001:418:1456:1400::/54,2914,"NTT America, Inc."
2001:418:1456:1800::/56,2914,"NTT America, Inc."
2001:418:1456:1900::/56,16625,"Akamai Technologies, Inc."
2001:418:1456:1a00::/55,2914,"NTT America, Inc."
2001:418:1456:1c00::/54,2914,"NTT America, Inc."
2001:418:1456:2000::/51,2914,"NTT America, Inc."
2001:418:1456:4000::/50,2914,"NTT America, Inc."
2001:418:1456:8000::/49,2914,"NTT America, Inc."
2001:418:1457::/48,2914,"NTT America, Inc."
2001:418:1458::/45,2914,"NTT America, Inc."
2001:418:1460::/46,2914,"NTT America, Inc."
2001:418:1464::/47,2914,"NTT America, Inc."
2001:418:1466::/48,396370,"Skycreek Corporation"
